image_id,healthy,multiple_diseases,rust,scab
Train_103.jpg,1,0,0,0
Train_104.jpg,0,1,0,0
Train_105.jpg,1,0,0,0
Train_106.jpg,0,0,0,1
Train_107.jpg,0,0,0,1
Train_108.jpg,0,0,1,0
Train_109.jpg,0,0,1,0
Train_110.jpg,0,0,0,1
Train_111.jpg,1,0,0,0
Train_112.jpg,0,0,0,1
Train_113.jpg,0,1,0,0
Train_114.jpg,0,0,1,0
Train_115.jpg,0,0,1,0
Train_116.jpg,0,0,0,1
Train_117.jpg,0,0,1,0
Train_118.jpg,0,0,1,0
Train_119.jpg,0,0,0,1
Train_120.jpg,0,0,1,0
Train_121.jpg,0,0,1,0
Train_122.jpg,0,1,0,0
Train_123.jpg,1,0,0,0
Train_124.jpg,0,0,1,0
Train_125.jpg,0,0,0,1
Train_126.jpg,0,0,1,0
Train_127.jpg,0,0,0,1
Train_128.jpg,0,1,0,0
Train_129.jpg,0,0,1,0
Train_130.jpg,0,0,0,1
Train_131.jpg,0,0,1,0
Train_132.jpg,0,0,1,0
Train_133.jpg,0,0,1,0
Train_134.jpg,1,0,0,0
Train_135.jpg,1,0,0,0
Train_136.jpg,1,0,0,0
Train_137.jpg,1,0,0,0
Train_138.jpg,0,0,0,1
Train_139.jpg,0,0,1,0
Train_140.jpg,0,0,0,1
Train_141.jpg,0,0,1,0
Train_142.jpg,0,0,0,1
Train_143.jpg,0,0,0,1
Train_144.jpg,1,0,0,0
Train_145.jpg,0,0,0,1
Train_146.jpg,1,0,0,0
Train_147.jpg,0,0,0,1
Train_148.jpg,0,0,1,0
Train_149.jpg,0,0,0,1
Train_150.jpg,0,0,0,1
Train_151.jpg,1,0,0,0
Train_152.jpg,0,0,0,1
Train_153.jpg,0,0,0,1
Train_154.jpg,0,0,0,1
Train_155.jpg,0,0,0,1
Train_156.jpg,0,0,1,0
Train_157.jpg,0,0,1,0
Train_158.jpg,0,0,0,1
Train_159.jpg,0,0,1,0
Train_160.jpg,0,0,0,1
Train_161.jpg,0,0,0,1
Train_162.jpg,1,0,0,0
Train_163.jpg,0,0,0,1
Train_164.jpg,0,0,1,0
Train_165.jpg,0,0,1,0
Train_166.jpg,0,0,0,1
Train_167.jpg,1,0,0,0
Train_168.jpg,0,0,0,1
Train_169.jpg,0,0,0,1
Train_170.jpg,0,1,0,0
Train_171.jpg,0,0,1,0
Train_172.jpg,0,0,0,1
Train_173.jpg,0,0,0,1
Train_174.jpg,1,0,0,0
Train_175.jpg,1,0,0,0
Train_176.jpg,0,0,0,1
Train_177.jpg,0,0,0,1
Train_178.jpg,0,0,1,0
Train_179.jpg,1,0,0,0
Train_180.jpg,0,1,0,0
Train_181.jpg,0,0,1,0
Train_182.jpg,0,0,0,1
Train_183.jpg,0,0,1,0
Train_184.jpg,0,0,1,0
Train_185.jpg,0,0,0,1
Train_186.jpg,0,0,0,1
Train_187.jpg,0,0,1,0
Train_188.jpg,0,0,1,0
Train_189.jpg,0,0,0,1
Train_190.jpg,0,0,0,1
Train_191.jpg,0,0,0,1
Train_192.jpg,0,0,0,1
Train_193.jpg,0,0,1,0
Train_194.jpg,0,0,1,0
Train_195.jpg,1,0,0,0
Train_196.jpg,0,0,0,1
Train_197.jpg,0,0,0,1
Train_198.jpg,1,0,0,0
Train_199.jpg,1,0,0,0
Train_200.jpg,0,0,0,1
Train_201.jpg,1,0,0,0
Train_202.jpg,0,0,1,0
Train_203.jpg,0,0,0,1
Train_204.jpg,0,0,0,1
Train_205.jpg,0,0,1,0
Train_206.jpg,0,0,1,0
Train_207.jpg,0,0,0,1
Train_208.jpg,0,0,1,0
Train_209.jpg,0,0,0,1
Train_210.jpg,0,0,0,1
Train_211.jpg,0,0,0,1
Train_212.jpg,0,0,1,0
Train_213.jpg,1,0,0,0
Train_214.jpg,0,0,0,1
Train_215.jpg,1,0,0,0
Train_216.jpg,0,0,0,1
Train_217.jpg,0,0,0,1
Train_218.jpg,0,0,1,0
Train_219.jpg,1,0,0,0
Train_220.jpg,1,0,0,0
Train_221.jpg,1,0,0,0
Train_222.jpg,0,0,0,1
Train_223.jpg,0,0,1,0
Train_224.jpg,1,0,0,0
Train_225.jpg,0,0,1,0
Train_226.jpg,0,0,1,0
Train_227.jpg,1,0,0,0
Train_228.jpg,0,0,1,0
Train_229.jpg,0,0,0,1
Train_230.jpg,0,0,0,1
Train_231.jpg,0,1,0,0
Train_232.jpg,0,0,0,1
Train_233.jpg,0,0,1,0
Train_234.jpg,0,0,0,1
Train_235.jpg,0,0,0,1
Train_236.jpg,0,0,1,0
Train_237.jpg,0,1,0,0
Train_238.jpg,1,0,0,0
Train_239.jpg,0,0,0,1
Train_240.jpg,0,0,1,0
Train_241.jpg,0,0,1,0
Train_242.jpg,0,0,0,1
Train_243.jpg,0,0,0,1
Train_244.jpg,0,0,1,0
Train_245.jpg,0,1,0,0
Train_246.jpg,1,0,0,0
Train_247.jpg,1,0,0,0
Train_248.jpg,1,0,0,0
Train_249.jpg,1,0,0,0
Train_250.jpg,0,0,0,1
Train_251.jpg,0,0,0,1
Train_252.jpg,0,0,0,1
Train_253.jpg,0,0,0,1
Train_254.jpg,0,0,1,0
Train_255.jpg,0,0,0,1
Train_256.jpg,0,0,0,1
Train_257.jpg,1,0,0,0
Train_258.jpg,0,0,0,1
Train_259.jpg,0,0,1,0
Train_260.jpg,0,0,0,1
Train_261.jpg,1,0,0,0
Train_262.jpg,0,0,0,1
Train_263.jpg,1,0,0,0
Train_264.jpg,1,0,0,0
Train_265.jpg,1,0,0,0
Train_266.jpg,1,0,0,0
Train_267.jpg,0,0,0,1
Train_268.jpg,0,0,0,1
Train_269.jpg,0,0,1,0
Train_270.jpg,0,0,0,1
Train_271.jpg,1,0,0,0
Train_272.jpg,0,0,0,1
Train_273.jpg,1,0,0,0
Train_274.jpg,0,0,1,0
Train_275.jpg,0,0,1,0
Train_276.jpg,0,0,0,1
Train_277.jpg,0,0,1,0
Train_278.jpg,1,0,0,0
Train_279.jpg,0,0,1,0
Train_280.jpg,0,0,0,1
Train_281.jpg,0,0,0,1
Train_282.jpg,1,0,0,0
Train_283.jpg,0,0,0,1
Train_284.jpg,0,0,1,0
Train_285.jpg,0,0,1,0
Train_286.jpg,0,0,1,0
Train_287.jpg,1,0,0,0
Train_288.jpg,0,0,1,0
Train_289.jpg,0,0,1,0
Train_290.jpg,0,0,0,1
Train_291.jpg,1,0,0,0
Train_292.jpg,0,0,0,1
Train_293.jpg,0,0,0,1
Train_294.jpg,0,0,1,0
Train_295.jpg,1,0,0,0
Train_296.jpg,0,0,0,1
Train_297.jpg,0,0,0,1
Train_298.jpg,1,0,0,0
Train_299.jpg,0,0,1,0
Train_300.jpg,1,0,0,0
Train_301.jpg,0,0,1,0
Train_302.jpg,0,0,1,0
Train_303.jpg,0,0,0,1
Train_304.jpg,1,0,0,0
Train_305.jpg,0,0,0,1
Train_306.jpg,0,1,0,0
Train_307.jpg,1,0,0,0
Train_308.jpg,0,0,0,1
Train_309.jpg,0,0,0,1
Train_310.jpg,0,0,0,1
Train_311.jpg,1,0,0,0
Train_312.jpg,0,0,0,1
Train_313.jpg,0,0,1,0
Train_314.jpg,0,0,1,0
Train_315.jpg,0,0,0,1
Train_316.jpg,0,0,0,1
Train_317.jpg,1,0,0,0
Train_318.jpg,0,0,1,0
Train_319.jpg,0,0,0,1
Train_320.jpg,1,0,0,0
Train_321.jpg,0,0,1,0
Train_322.jpg,0,0,1,0
Train_323.jpg,0,0,1,0
Train_324.jpg,0,0,0,1
Train_325.jpg,0,0,0,1
Train_326.jpg,0,0,0,1
Train_327.jpg,0,0,1,0
Train_328.jpg,0,0,1,0
Train_329.jpg,1,0,0,0
Train_330.jpg,1,0,0,0
Train_331.jpg,0,0,1,0
Train_332.jpg,0,0,0,1
Train_333.jpg,0,0,1,0
Train_334.jpg,0,0,1,0
Train_335.jpg,1,0,0,0
Train_336.jpg,0,1,0,0
Train_337.jpg,1,0,0,0
Train_338.jpg,0,1,0,0
Train_339.jpg,1,0,0,0
Train_340.jpg,0,0,1,0
Train_341.jpg,0,0,1,0
Train_342.jpg,0,0,1,0
Train_343.jpg,0,0,0,1
Train_344.jpg,0,0,1,0
Train_345.jpg,0,0,1,0
Train_346.jpg,0,0,1,0
Train_347.jpg,0,0,1,0
Train_348.jpg,1,0,0,0
Train_349.jpg,0,0,0,1
Train_350.jpg,0,0,1,0
Train_351.jpg,0,0,1,0
Train_352.jpg,0,0,0,1
Train_353.jpg,0,0,0,1
Train_354.jpg,0,0,0,1
Train_355.jpg,0,0,0,1
Train_356.jpg,1,0,0,0
Train_357.jpg,1,0,0,0
Train_358.jpg,0,0,0,1
Train_359.jpg,1,0,0,0
Train_360.jpg,1,0,0,0
Train_361.jpg,0,0,0,1
Train_362.jpg,0,0,0,1
Train_363.jpg,0,1,0,0
Train_364.jpg,0,0,0,1
Train_365.jpg,1,0,0,0
Train_366.jpg,1,0,0,0
Train_367.jpg,1,0,0,0
Train_368.jpg,0,0,1,0
Train_369.jpg,0,0,1,0
Train_370.jpg,0,0,0,1
Train_371.jpg,0,0,1,0
Train_372.jpg,0,0,0,1
Train_373.jpg,1,0,0,0
Train_374.jpg,0,0,0,1
Train_375.jpg,1,0,0,0
Train_376.jpg,1,0,0,0
Train_377.jpg,0,0,0,1
Train_378.jpg,1,0,0,0
Train_379.jpg,0,0,0,1
Train_380.jpg,1,0,0,0
Train_381.jpg,0,0,0,1
Train_382.jpg,0,0,0,1
Train_383.jpg,1,0,0,0
Train_384.jpg,0,0,1,0
Train_385.jpg,0,0,1,0
Train_386.jpg,0,0,1,0
Train_387.jpg,0,0,1,0
Train_388.jpg,0,0,0,1
Train_389.jpg,1,0,0,0
Train_390.jpg,0,0,1,0
Train_391.jpg,0,1,0,0
Train_392.jpg,1,0,0,0
Train_393.jpg,1,0,0,0
Train_394.jpg,0,0,1,0
Train_395.jpg,0,1,0,0
Train_396.jpg,1,0,0,0
Train_397.jpg,1,0,0,0
Train_398.jpg,0,0,0,1
Train_399.jpg,0,1,0,0
Train_400.jpg,0,0,0,1
Train_401.jpg,0,0,0,1
Train_402.jpg,0,0,1,0
Train_403.jpg,0,0,1,0
Train_404.jpg,1,0,0,0
Train_405.jpg,1,0,0,0
Train_406.jpg,1,0,0,0
Train_407.jpg,1,0,0,0
Train_408.jpg,0,0,1,0
Train_409.jpg,0,0,0,1
Train_410.jpg,0,0,1,0
Train_411.jpg,0,0,1,0
Train_412.jpg,1,0,0,0
Train_413.jpg,0,0,1,0
Train_414.jpg,0,0,0,1
Train_415.jpg,1,0,0,0
Train_416.jpg,0,0,1,0
Train_417.jpg,1,0,0,0
Train_418.jpg,0,1,0,0
Train_419.jpg,0,0,0,1
Train_420.jpg,1,0,0,0
Train_421.jpg,1,0,0,0
Train_422.jpg,0,0,1,0
Train_423.jpg,0,0,0,1
Train_424.jpg,0,0,0,1
Train_425.jpg,1,0,0,0
Train_426.jpg,0,0,1,0
Train_427.jpg,1,0,0,0
Train_428.jpg,0,1,0,0
Train_429.jpg,0,0,0,1
Train_430.jpg,1,0,0,0
Train_431.jpg,0,0,0,1
Train_432.jpg,1,0,0,0
Train_433.jpg,1,0,0,0
Train_434.jpg,0,0,1,0
Train_435.jpg,0,0,1,0
Train_436.jpg,0,1,0,0
Train_437.jpg,0,0,0,1
Train_438.jpg,1,0,0,0
Train_439.jpg,1,0,0,0
Train_440.jpg,0,0,1,0
Train_441.jpg,0,0,1,0
Train_442.jpg,0,0,0,1
Train_443.jpg,1,0,0,0
Train_444.jpg,1,0,0,0
Train_445.jpg,0,0,1,0
Train_446.jpg,1,0,0,0
Train_447.jpg,0,0,1,0
Train_448.jpg,1,0,0,0
Train_449.jpg,0,0,0,1
Train_450.jpg,1,0,0,0
Train_451.jpg,0,0,1,0
Train_452.jpg,1,0,0,0
Train_453.jpg,0,0,1,0
Train_454.jpg,0,0,0,1
Train_455.jpg,0,0,1,0
Train_456.jpg,0,0,1,0
Train_457.jpg,0,0,0,1
Train_458.jpg,0,0,1,0
Train_459.jpg,0,0,0,1
Train_460.jpg,1,0,0,0
Train_461.jpg,0,0,1,0
Train_462.jpg,0,0,1,0
Train_463.jpg,0,0,0,1
Train_464.jpg,0,0,1,0
Train_465.jpg,0,0,1,0
Train_466.jpg,1,0,0,0
Train_467.jpg,0,0,1,0
Train_468.jpg,0,0,1,0
Train_469.jpg,0,0,1,0
Train_470.jpg,0,0,0,1
Train_471.jpg,0,0,0,1
Train_472.jpg,0,0,1,0
Train_473.jpg,0,0,0,1
Train_474.jpg,1,0,0,0
Train_475.jpg,1,0,0,0
Train_476.jpg,1,0,0,0
Train_477.jpg,0,0,0,1
Train_478.jpg,1,0,0,0
Train_479.jpg,0,0,1,0
Train_480.jpg,0,1,0,0
Train_481.jpg,0,0,1,0
Train_482.jpg,0,0,1,0
Train_483.jpg,0,0,1,0
Train_484.jpg,0,1,0,0
Train_485.jpg,0,0,1,0
Train_486.jpg,0,0,1,0
Train_487.jpg,0,0,1,0
Train_488.jpg,1,0,0,0
Train_489.jpg,0,0,0,1
Train_490.jpg,0,0,0,1
Train_491.jpg,1,0,0,0
Train_492.jpg,0,0,1,0
Train_493.jpg,0,1,0,0
Train_494.jpg,0,0,0,1
Train_495.jpg,0,0,1,0
Train_496.jpg,1,0,0,0
Train_497.jpg,0,0,1,0
Train_498.jpg,0,0,0,1
Train_499.jpg,0,0,1,0
Train_500.jpg,0,0,1,0
Train_501.jpg,0,0,1,0
Train_502.jpg,1,0,0,0
Train_503.jpg,0,0,0,1
Train_504.jpg,0,0,1,0
Train_505.jpg,0,0,0,1
Train_506.jpg,0,0,1,0
Train_507.jpg,0,0,1,0
Train_508.jpg,0,0,1,0
Train_509.jpg,0,0,1,0
Train_510.jpg,0,0,1,0
Train_511.jpg,0,0,1,0
Train_512.jpg,0,0,1,0
Train_513.jpg,0,0,1,0
Train_514.jpg,0,0,1,0
Train_515.jpg,0,0,1,0
Train_516.jpg,0,0,1,0
Train_517.jpg,0,1,0,0
Train_518.jpg,0,0,1,0
Train_519.jpg,0,0,1,0
Train_520.jpg,0,0,0,1
Train_521.jpg,0,0,0,1
Train_522.jpg,0,0,1,0
Train_523.jpg,0,0,1,0
Train_524.jpg,0,0,0,1
Train_525.jpg,1,0,0,0
Train_526.jpg,1,0,0,0
Train_527.jpg,0,0,0,1
Train_528.jpg,0,0,0,1
Train_529.jpg,1,0,0,0
Train_530.jpg,0,0,0,1
Train_531.jpg,1,0,0,0
Train_532.jpg,1,0,0,0
Train_533.jpg,0,0,1,0
Train_534.jpg,0,0,1,0
Train_535.jpg,0,1,0,0
Train_536.jpg,0,0,1,0
Train_537.jpg,1,0,0,0
Train_538.jpg,0,0,0,1
Train_539.jpg,0,0,1,0
Train_540.jpg,0,0,0,1
Train_541.jpg,0,0,1,0
Train_542.jpg,0,0,1,0
Train_543.jpg,0,1,0,0
Train_544.jpg,1,0,0,0
Train_545.jpg,1,0,0,0
Train_546.jpg,1,0,0,0
Train_547.jpg,1,0,0,0
Train_548.jpg,0,0,0,1
Train_549.jpg,0,0,1,0
Train_550.jpg,1,0,0,0
Train_551.jpg,1,0,0,0
Train_552.jpg,0,0,0,1
Train_553.jpg,0,0,1,0
Train_554.jpg,0,0,1,0
Train_555.jpg,0,0,0,1
Train_556.jpg,0,0,0,1
Train_557.jpg,0,0,1,0
Train_558.jpg,1,0,0,0
Train_559.jpg,0,0,0,1
Train_560.jpg,0,0,1,0
Train_561.jpg,0,0,0,1
Train_562.jpg,1,0,0,0
Train_563.jpg,0,1,0,0
Train_564.jpg,0,0,1,0
Train_565.jpg,0,0,0,1
Train_566.jpg,1,0,0,0
Train_567.jpg,0,0,1,0
Train_568.jpg,0,0,0,1
Train_569.jpg,1,0,0,0
Train_570.jpg,0,0,0,1
Train_571.jpg,0,0,1,0
Train_572.jpg,1,0,0,0
Train_573.jpg,1,0,0,0
Train_574.jpg,0,0,1,0
Train_575.jpg,0,0,1,0
Train_576.jpg,0,0,0,1
Train_577.jpg,0,0,1,0
Train_578.jpg,0,0,1,0
Train_579.jpg,1,0,0,0
Train_580.jpg,0,0,1,0
Train_581.jpg,0,0,0,1
Train_582.jpg,0,0,1,0
Train_583.jpg,0,0,0,1
Train_584.jpg,0,0,1,0
Train_585.jpg,0,0,1,0
Train_586.jpg,0,0,1,0
Train_587.jpg,1,0,0,0
Train_588.jpg,0,0,1,0
Train_589.jpg,0,0,0,1
Train_590.jpg,0,0,1,0
Train_591.jpg,1,0,0,0
Train_592.jpg,1,0,0,0
Train_593.jpg,0,0,0,1
Train_594.jpg,0,0,1,0
Train_595.jpg,1,0,0,0
Train_596.jpg,0,0,1,0
Train_597.jpg,1,0,0,0
Train_598.jpg,0,0,1,0
Train_599.jpg,0,0,0,1
Train_600.jpg,0,0,0,1
Train_601.jpg,1,0,0,0
Train_602.jpg,0,1,0,0
Train_603.jpg,1,0,0,0
Train_604.jpg,0,0,0,1
Train_605.jpg,1,0,0,0
Train_606.jpg,0,0,1,0
Train_607.jpg,0,0,1,0
Train_608.jpg,0,0,1,0
Train_609.jpg,0,0,1,0
Train_610.jpg,0,0,1,0
Train_611.jpg,0,0,1,0
Train_612.jpg,0,0,1,0
Train_613.jpg,0,0,1,0
Train_614.jpg,0,0,0,1
Train_615.jpg,0,0,1,0
Train_616.jpg,1,0,0,0
Train_617.jpg,0,0,0,1
Train_618.jpg,1,0,0,0
Train_619.jpg,1,0,0,0
Train_620.jpg,0,0,1,0
Train_621.jpg,1,0,0,0
Train_622.jpg,1,0,0,0
Train_623.jpg,0,0,1,0
Train_624.jpg,0,0,0,1
Train_625.jpg,0,0,0,1
Train_626.jpg,1,0,0,0
Train_627.jpg,0,0,1,0
Train_628.jpg,0,0,0,1
Train_629.jpg,0,1,0,0
Train_630.jpg,1,0,0,0
Train_631.jpg,0,0,0,1
Train_632.jpg,0,0,1,0
Train_633.jpg,0,0,1,0
Train_634.jpg,0,0,1,0
Train_635.jpg,1,0,0,0
Train_636.jpg,0,0,0,1
Train_637.jpg,1,0,0,0
Train_638.jpg,0,0,0,1
Train_639.jpg,0,0,1,0
Train_640.jpg,0,0,1,0
Train_641.jpg,0,0,0,1
Train_642.jpg,1,0,0,0
Train_643.jpg,0,0,1,0
Train_644.jpg,1,0,0,0
Train_645.jpg,0,1,0,0
Train_646.jpg,1,0,0,0
Train_647.jpg,0,0,1,0
Train_648.jpg,1,0,0,0
Train_649.jpg,0,0,0,1
Train_650.jpg,1,0,0,0
Train_651.jpg,0,0,0,1
Train_652.jpg,0,0,1,0
Train_653.jpg,0,0,0,1
Train_654.jpg,0,0,1,0
Train_655.jpg,0,0,0,1
Train_656.jpg,0,0,1,0
Train_657.jpg,1,0,0,0
Train_658.jpg,0,0,0,1
Train_659.jpg,0,0,0,1
Train_660.jpg,1,0,0,0
Train_661.jpg,0,0,0,1
Train_662.jpg,0,0,0,1
Train_663.jpg,0,0,0,1
Train_664.jpg,0,0,0,1
Train_665.jpg,1,0,0,0
Train_666.jpg,0,0,1,0
Train_667.jpg,0,0,1,0
Train_668.jpg,0,0,1,0
Train_669.jpg,0,0,0,1
Train_670.jpg,0,0,1,0
Train_671.jpg,1,0,0,0
Train_672.jpg,0,0,1,0
Train_673.jpg,0,0,0,1
Train_674.jpg,0,0,0,1
Train_675.jpg,1,0,0,0
Train_676.jpg,1,0,0,0
Train_677.jpg,0,0,0,1
Train_678.jpg,1,0,0,0
Train_679.jpg,1,0,0,0
Train_680.jpg,0,0,0,1
Train_681.jpg,0,0,0,1
Train_682.jpg,0,1,0,0
Train_683.jpg,0,0,1,0
Train_684.jpg,1,0,0,0
Train_685.jpg,1,0,0,0
Train_686.jpg,0,0,0,1
Train_687.jpg,0,0,1,0
Train_688.jpg,0,0,0,1
Train_689.jpg,0,0,1,0
Train_690.jpg,0,0,1,0
Train_691.jpg,1,0,0,0
Train_692.jpg,0,0,0,1
Train_693.jpg,0,0,1,0
Train_694.jpg,1,0,0,0
Train_695.jpg,0,0,1,0
Train_696.jpg,0,0,0,1
Train_697.jpg,0,0,1,0
Train_698.jpg,0,0,0,1
Train_699.jpg,0,0,0,1
Train_700.jpg,0,0,1,0
Train_701.jpg,1,0,0,0
Train_702.jpg,0,1,0,0
Train_703.jpg,1,0,0,0
Train_704.jpg,1,0,0,0
Train_705.jpg,0,0,1,0
Train_706.jpg,0,0,1,0
Train_707.jpg,0,0,1,0
Train_708.jpg,0,0,0,1
Train_709.jpg,0,0,0,1
Train_710.jpg,1,0,0,0
Train_711.jpg,1,0,0,0
Train_712.jpg,0,0,1,0
Train_713.jpg,0,0,0,1
Train_714.jpg,0,0,1,0
Train_715.jpg,0,0,1,0
Train_716.jpg,0,0,0,1
Train_717.jpg,0,0,0,1
Train_718.jpg,0,0,1,0
Train_719.jpg,0,0,1,0
Train_720.jpg,1,0,0,0
Train_721.jpg,0,0,0,1
Train_722.jpg,0,0,1,0
Train_723.jpg,0,0,0,1
Train_724.jpg,0,0,1,0
Train_725.jpg,1,0,0,0
Train_726.jpg,0,0,1,0
Train_727.jpg,0,0,0,1
Train_728.jpg,0,0,1,0
Train_729.jpg,0,0,0,1
Train_730.jpg,1,0,0,0
Train_731.jpg,1,0,0,0
Train_732.jpg,0,1,0,0
Train_733.jpg,0,0,0,1
Train_734.jpg,0,0,1,0
Train_735.jpg,0,0,1,0
Train_736.jpg,0,0,0,1
Train_737.jpg,1,0,0,0
Train_738.jpg,0,0,1,0
Train_739.jpg,0,0,1,0
Train_740.jpg,0,0,0,1
Train_741.jpg,0,0,1,0
Train_742.jpg,0,0,1,0
Train_743.jpg,0,0,1,0
Train_744.jpg,0,0,1,0
Train_745.jpg,0,0,1,0
Train_746.jpg,1,0,0,0
Train_747.jpg,1,0,0,0
Train_748.jpg,0,0,0,1
Train_749.jpg,0,0,1,0
Train_750.jpg,0,0,1,0
Train_751.jpg,0,0,0,1
Train_752.jpg,1,0,0,0
Train_753.jpg,1,0,0,0
Train_754.jpg,0,1,0,0
Train_755.jpg,1,0,0,0
Train_756.jpg,0,0,0,1
Train_757.jpg,0,0,0,1
Train_758.jpg,0,0,0,1
Train_759.jpg,0,0,1,0
Train_760.jpg,0,0,1,0
Train_761.jpg,1,0,0,0
Train_762.jpg,0,1,0,0
Train_763.jpg,0,0,1,0
Train_764.jpg,0,0,1,0
Train_765.jpg,0,0,0,1
Train_766.jpg,0,0,1,0
Train_767.jpg,0,0,1,0
Train_768.jpg,1,0,0,0
Train_769.jpg,1,0,0,0
Train_770.jpg,0,0,0,1
Train_771.jpg,0,0,0,1
Train_772.jpg,1,0,0,0
Train_773.jpg,1,0,0,0
Train_774.jpg,1,0,0,0
Train_775.jpg,0,0,0,1
Train_776.jpg,1,0,0,0
Train_777.jpg,1,0,0,0
Train_778.jpg,0,0,1,0
Train_779.jpg,0,0,1,0
Train_780.jpg,0,0,0,1
Train_781.jpg,1,0,0,0
Train_782.jpg,1,0,0,0
Train_783.jpg,0,0,0,1
Train_784.jpg,0,0,1,0
Train_785.jpg,0,0,0,1
Train_786.jpg,1,0,0,0
Train_787.jpg,0,0,0,1
Train_788.jpg,1,0,0,0
Train_789.jpg,0,0,1,0
Train_790.jpg,0,0,1,0
Train_791.jpg,1,0,0,0
Train_792.jpg,0,0,0,1
Train_793.jpg,0,0,0,1
Train_794.jpg,1,0,0,0
Train_795.jpg,0,0,0,1
Train_796.jpg,0,0,1,0
Train_797.jpg,0,0,0,1
Train_798.jpg,0,0,1,0
Train_799.jpg,0,0,1,0
Train_800.jpg,1,0,0,0
Train_801.jpg,1,0,0,0
Train_802.jpg,1,0,0,0
Train_803.jpg,0,0,0,1
Train_804.jpg,0,0,1,0
Train_805.jpg,1,0,0,0
Train_806.jpg,0,0,0,1
Train_807.jpg,1,0,0,0
Train_808.jpg,0,0,0,1
Train_809.jpg,1,0,0,0
Train_810.jpg,0,0,0,1
Train_811.jpg,1,0,0,0
Train_812.jpg,1,0,0,0
Train_813.jpg,0,0,0,1
Train_814.jpg,0,0,1,0
Train_815.jpg,1,0,0,0
Train_816.jpg,0,0,1,0
Train_817.jpg,1,0,0,0
Train_818.jpg,0,0,0,1
Train_819.jpg,0,0,0,1
